1,2,495,31,112,59,1,-1,-1,-1
1,3,564,16,72,31,1,-1,-1,-1
1,4,844,16,98,31,1,-1,-1,-1
1,5,931,29,99,56,1,-1,-1,-1
1,6,308,147,136,78,1,-1,-1,-1
1,7,788,183,164,91,1,-1,-1,-1
1,8,856,342,168,146,1,-1,-1,-1
1,9,1106,148,123,109,1,-1,-1,-1
1,10,1235,227,89,94,1,-1,-1,-1
1,11,1260,28,40,54,1,-1,-1,-1
1,12,1084,9,57,16,1,-1,-1,-1
1,39,313,672,108,94,1,-1,-1,-1
1,43,915,96,16,59,1,-1,-1,-1
1,44,1186,154,23,64,1,-1,-1,-1
1,46,60,270,120,97,1,-1,-1,-1
1,47,1210,14,79,27,1,-1,-1,-1
1,51,1091,70,105,94,1,-1,-1,-1
2,2,495,31,112,59,1,-1,-1,-1
2,3,564,16,72,31,1,-1,-1,-1
2,4,844,16,98,31,1,-1,-1,-1
2,5,931,29,99,56,1,-1,-1,-1
2,6,298,144,132,77,1,-1,-1,-1
2,7,769,184,164,92,1,-1,-1,-1
2,8,837,356,171,148,1,-1,-1,-1
2,9,1093,157,123,108,1,-1,-1,-1
2,10,1243,211,72,90,1,-1,-1,-1
2,11,1256,31,47,59,1,-1,-1,-1
2,12,1084,9,57,16,1,-1,-1,-1
2,39,287,685,94,69,1,-1,-1,-1
2,43,916,96,19,59,1,-1,-1,-1
2,44,1186,154,23,64,1,-1,-1,-1
2,46,60,270,120,97,1,-1,-1,-1
2,47,1207,17,80,32,1,-1,-1,-1
2,51,1083,74,105,94,1,-1,-1,-1
3,2,495,31,112,59,1,-1,-1,-1
3,3,564,16,72,31,1,-1,-1,-1
3,4,844,16,98,31,1,-1,-1,-1
3,5,931,29,99,56,1,-1,-1,-1
3,6,285,139,128,77,1,-1,-1,-1
3,7,752,187,167,90,1,-1,-1,-1
3,8,819,370,176,150,1,-1,-1,-1
3,9,1081,166,127,111,1,-1,-1,-1
3,10,1252,192,55,79,1,-1,-1,-1
3,11,1253,33,52,65,1,-1,-1,-1
3,12,1084,9,57,16,1,-1,-1,-1
3,39,254,697,92,46,1,-1,-1,-1
3,43,917,96,20,59,1,-1,-1,-1
3,44,1187,154,24,65,1,-1,-1,-1
3,46,60,270,120,97,1,-1,-1,-1
3,47,1204,17,80,32,1,-1,-1,-1
3,51,1076,76,108,93,1,-1,-1,-1
4,2,495,31,112,59,1,-1,-1,-1
4,3,564,16,72,31,1,-1,-1,-1
4,4,844,16,98,31,1,-1,-1,-1
4,5,931,29,99,56,1,-1,-1,-1
4,6,273,135,125,77,1,-1,-1,-1
4,7,732,190,168,90,1,-1,-1,-1
4,8,799,384,180,156,1,-1,-1,-1
4,9,1068,175,129,114,1,-1,-1,-1
4,10,1260,175,37,72,1,-1,-1,-1
4,11,1251,36,56,68,1,-1,-1,-1
4,12,1084,9,59,16,1,-1,-1,-1
4,39,207,708,47,22,1,-1,-1,-1
4,43,917,96,20,59,1,-1,-1,-1
4,44,1187,154,24,64,1,-1,-1,-1
4,46,60,270,120,97,1,-1,-1,-1
4,47,1201,19,80,37,1,-1,-1,-1
4,51,1071,81,108,94,1,-1,-1,-1
5,2,495,31,112,59,1,-1,-1,-1
5,3,564,16,72,31,1,-1,-1,-1
5,4,844,16,98,31,1,-1,-1,-1
5,5,931,29,99,56,1,-1,-1,-1
5,6,264,130,124,76,1,-1,-1,-1
5,7,714,192,168,85,1,-1,-1,-1
5,8,777,400,184,159,1,-1,-1,-1
5,9,1055,184,134,118,1,-1,-1,-1
5,10,1268,165,24,49,1,-1,-1,-1
5,11,1250,41,59,69,1,-1,-1,-1
5,12,1084,9,59,16,1,-1,-1,-1
5,43,918,97,23,58,1,-1,-1,-1
5,44,1186,154,24,65,1,-1,-1,-1
5,46,60,270,120,97,1,-1,-1,-1
5,47,1199,20,81,38,1,-1,-1,-1
5,51,1063,85,112,97,1,-1,-1,-1
6,2,495,31,112,59,1,-1,-1,-1
6,3,564,16,72,31,1,-1,-1,-1
6,4,844,16,98,31,1,-1,-1,-1
6,5,931,29,99,56,1,-1,-1,-1
6,6,253,127,119,76,1,-1,-1,-1
6,7,694,193,168,84,1,-1,-1,-1
6,8,756,416,190,165,1,-1,-1,-1
6,9,1040,194,136,116,1,-1,-1,-1
6,11,1241,47,76,72,1,-1,-1,-1
6,12,1084,9,59,16,1,-1,-1,-1
6,43,919,98,22,57,1,-1,-1,-1
6,44,1186,154,24,65,1,-1,-1,-1
6,46,60,270,120,97,1,-1,-1,-1
6,47,1196,21,84,40,1,-1,-1,-1
6,51,1058,87,111,97,1,-1,-1,-1
7,2,495,31,112,59,1,-1,-1,-1
7,3,564,16,72,31,1,-1,-1,-1
7,4,844,16,98,31,1,-1,-1,-1
7,5,931,29,99,56,1,-1,-1,-1
7,6,244,122,116,75,1,-1,-1,-1
7,7,675,193,168,84,1,-1,-1,-1
7,8,732,433,193,169,1,-1,-1,-1
7,9,1027,203,140,121,1,-1,-1,-1
7,11,1237,52,84,74,1,-1,-1,-1
7,12,1084,9,59,16,1,-1,-1,-1
7,43,920,98,20,57,1,-1,-1,-1
7,44,1186,155,24,64,1,-1,-1,-1
7,46,60,270,120,97,1,-1,-1,-1
7,47,1192,21,84,40,1,-1,-1,-1
7,51,1051,91,112,99,1,-1,-1,-1
8,2,495,31,112,59,1,-1,-1,-1
8,3,564,16,72,31,1,-1,-1,-1
8,4,844,16,98,31,1,-1,-1,-1
8,5,931,29,99,56,1,-1,-1,-1
8,6,233,118,114,73,1,-1,-1,-1
8,7,655,192,168,84,1,-1,-1,-1
8,8,708,450,200,173,1,-1,-1,-1
8,9,1012,215,143,127,1,-1,-1,-1
8,11,1232,58,94,74,1,-1,-1,-1
8,12,1084,9,57,16,1,-1,-1,-1
8,43,920,98,20,57,1,-1,-1,-1
8,44,1186,155,24,64,1,-1,-1,-1
8,46,60,270,120,97,1,-1,-1,-1
8,47,1184,22,77,42,1,-1,-1,-1
8,51,1043,97,115,103,1,-1,-1,-1
9,2,495,31,112,59,1,-1,-1,-1
9,3,564,16,72,31,1,-1,-1,-1
9,4,844,16,98,31,1,-1,-1,-1
9,5,931,29,99,56,1,-1,-1,-1
9,6,224,113,112,72,1,-1,-1,-1
9,7,635,194,168,77,1,-1,-1,-1
9,8,684,469,203,176,1,-1,-1,-1
9,9,996,225,145,129,1,-1,-1,-1
9,11,1227,63,99,75,1,-1,-1,-1
9,12,1084,9,57,16,1,-1,-1,-1
9,43,920,98,20,57,1,-1,-1,-1
9,44,1186,155,24,64,1,-1,-1,-1
9,46,60,270,120,97,1,-1,-1,-1
9,47,1183,24,80,48,1,-1,-1,-1
9,51,1036,102,118,103,1,-1,-1,-1
10,2,495,31,112,59,1,-1,-1,-1
10,3,564,16,72,31,1,-1,-1,-1
10,4,844,16,98,31,1,-1,-1,-1
10,5,931,29,99,56,1,-1,-1,-1
10,6,215,110,111,72,1,-1,-1,-1
10,7,616,193,168,77,1,-1,-1,-1
10,8,658,487,208,184,1,-1,-1,-1
10,9,981,237,148,130,1,-1,-1,-1
10,11,1219,68,100,76,1,-1,-1,-1
10,12,1084,9,57,16,1,-1,-1,-1
10,13,710,683,188,73,1,-1,-1,-1
10,43,920,98,20,57,1,-1,-1,-1
10,44,1186,154,24,65,1,-1,-1,-1
10,46,60,270,120,97,1,-1,-1,-1
10,47,1180,25,85,49,1,-1,-1,-1
10,51,1028,106,120,104,1,-1,-1,-1
11,2,495,31,112,59,1,-1,-1,-1
11,3,564,16,72,31,1,-1,-1,-1
11,4,844,16,98,31,1,-1,-1,-1
11,5,931,29,99,56,1,-1,-1,-1
11,6,208,105,108,70,1,-1,-1,-1
11,7,596,194,168,75,1,-1,-1,-1
11,8,631,507,211,187,1,-1,-1,-1
11,9,964,247,155,136,1,-1,-1,-1
11,11,1212,74,104,78,1,-1,-1,-1
11,12,1084,9,57,16,1,-1,-1,-1
11,13,736,664,219,110,1,-1,-1,-1
11,43,920,98,19,57,1,-1,-1,-1
11,44,1186,154,24,65,1,-1,-1,-1
11,46,60,270,120,97,1,-1,-1,-1
11,47,1176,25,88,49,1,-1,-1,-1
11,51,1021,110,120,105,1,-1,-1,-1
12,2,495,31,112,59,1,-1,-1,-1
